,Type,Name,Age,Gender,Color1,MaturitySize,FurLength,Vaccinated,Dewormed,Sterilized,Health,Fee,State,PhotoAmt,AdoptionSpeed,BreedMixed,ColorMixed,Video
11705,1,D58(111113),28,2,1,1,2,1,1,1,1,300,41326,1.0,,False,False,False
11706,1,D21(040811),22,2,1,2,1,1,1,1,1,50,41326,2.0,,True,False,False
11707,1,Old: Tag D2 -  - 200903,12,1,7,2,1,1,1,1,1,0,41326,3.0,,True,True,False
11708,1,D223 (120212),37,2,2,2,2,1,1,1,1,50,41326,3.0,,True,True,False
11709,1,Old: Tag 87,12,1,1,2,1,1,1,1,1,0,41326,3.0,,True,True,False
11710,1,Old: Tag 110 -,48,2,1,1,2,3,3,3,1,0,41326,4.0,,True,True,False
11711,1,P11 (020313),7,2,2,2,1,1,1,1,1,80,41326,2.0,,True,False,False
11712,1,D65 (290614),23,2,1,2,1,1,1,1,1,0,41326,1.0,,True,False,False
11713,2,RIC5 Sam,18,1,3,1,1,1,1,1,1,30,41326,3.0,,False,False,False
11714,1,Old: Tag 70 -  - 200903,12,2,1,2,1,1,1,1,1,0,41326,4.0,,True,False,False
11715,2,64103 (C4),17,2,4,1,1,1,1,1,1,60,41326,2.0,,False,False,False
11716,2,C3 KELLY,68,2,7,2,2,1,1,1,1,30,41326,2.0,,False,True,False
11717,1,D101(070213),38,2,1,1,3,1,1,1,1,150,41326,3.0,,False,True,False
11718,2,Room 2 Cat,19,2,1,2,1,1,1,1,1,0,41326,1.0,,False,False,False
11719,1,Old: Tag 118,12,2,2,2,1,1,1,1,1,0,41326,3.0,,True,True,False
11720,1,D88(081115),12,1,2,1,2,1,1,1,1,150,41326,1.0,,False,False,False
11721,1,D238 (260213),51,1,7,1,2,1,1,1,1,250,41326,1.0,,False,True,False
11722,1,Old: Tag 88,24,1,1,2,1,3,3,3,1,0,41326,4.0,,False,False,False
11723,1,D173 (130113),52,2,1,2,1,1,1,1,1,150,41326,3.0,,False,True,False
11724,2,C4 Vodka,8,1,1,1,1,1,1,1,1,50,41326,3.0,,False,False,False
11725,1,D45(070213),38,2,7,1,2,1,1,1,1,150,41326,3.0,,False,True,False
11726,1,No Name No Name,3,2,1,2,1,3,3,3,1,0,41326,3.0,,True,False,False
11727,1,Old: Tag 133,12,2,1,3,1,3,3,3,1,0,41326,3.0,,False,False,False
11728,1,D197 (080311),60,1,1,2,1,1,1,1,1,50,41326,2.0,,True,False,False
11729,2,RIC2 Tilly,34,2,3,3,2,1,1,1,1,30,41326,3.0,,False,True,False
11730,1,D135(260114),16,2,1,1,1,1,1,1,1,300,41326,1.0,,False,False,False
11731,2,R2C1 Soda,8,2,6,1,1,1,1,1,1,50,41326,2.0,,False,True,False
11732,1,D15(200216),54,1,2,2,2,1,1,1,1,180,41326,1.0,,False,False,False
11733,1,Old: Tag 121,12,1,1,2,1,1,1,1,1,0,41326,5.0,,True,True,False
11734,2,R2C1 Fajita,60,2,5,2,1,1,1,1,1,30,41326,2.0,,False,True,False
11735,1,Old: Tag 172,12,1,7,2,1,1,1,1,1,0,41326,4.0,,True,True,False
11736,1,Old: Tag 144,12,1,2,2,1,1,1,1,1,0,41326,2.0,,True,False,False
11737,2,C4 Splat,8,2,1,1,1,1,1,1,1,50,41326,3.0,,False,False,False
11738,1,Old: Tag 112,12,2,1,2,1,1,1,1,1,0,41326,5.0,,True,False,False
11739,1,Old: Tag 15 (Husky),24,2,1,2,2,3,3,1,1,0,41326,6.0,,True,False,False
11740,1,D207 (300711),57,2,2,2,1,1,1,1,1,50,41326,3.0,,True,False,False
11741,1,D209(300914),18,2,1,2,1,1,1,1,1,50,41326,1.0,,True,False,False
11742,1,Old: Shih Tzu,12,1,3,1,3,1,1,1,1,350,41326,4.0,,False,False,False
11743,1,Old: Tag 32 -  - 200903,12,2,2,2,1,1,1,1,1,0,41326,2.0,,True,True,False
11744,1,Old: Tag 21,36,2,6,1,2,1,1,1,1,0,41326,4.0,,False,False,False
11745,2,No Name No Name,12,2,1,1,2,3,3,3,1,0,41326,1.0,,False,False,False
11746,1,Old: Tag 153,24,1,2,2,1,3,3,3,1,0,41326,1.0,,True,False,False
11747,1,Old: Tag 27 -  - 200903,12,1,1,2,1,1,1,1,1,0,41326,3.0,,True,True,False
11748,1,D47(061013),36,2,2,1,2,1,1,1,1,150,41326,1.0,,False,True,False
11749,2,030716 (C4),9,2,1,1,1,1,1,1,1,60,41326,1.0,,False,False,False
11750,2,C2 PEARL,41,2,2,1,1,1,1,1,1,30,41326,2.0,,False,True,False
11751,1,Mindy,72,2,1,3,2,1,1,2,1,0,41327,0.0,,False,False,False
11752,1,No Name No Name,24,2,1,2,1,1,1,1,1,0,41327,1.0,,True,False,False
11753,2,No Name No Name,6,2,2,1,1,2,2,2,2,0,41327,1.0,,False,False,False
11754,1,Apple,12,2,3,3,2,1,1,2,1,0,41327,3.0,,False,False,False
11755,2,No Name No Name,5,2,1,1,1,3,3,3,1,0,41327,1.0,,False,False,False
11756,1,Little Q,1,1,4,2,1,1,1,2,1,0,41327,1.0,,False,False,False
11757,1,No Name No Name,18,1,2,1,3,1,1,2,1,0,41327,2.0,,False,False,False
11758,1,Dorkey,96,2,2,1,2,3,3,3,1,0,41327,1.0,,False,False,False
11759,1,Milo,24,1,2,2,1,1,1,2,1,400,41327,2.0,,False,True,False
11760,1,No Name No Name,2,2,1,2,1,2,2,2,1,0,41327,1.0,,True,False,False
11761,1,Henry,12,1,1,1,2,1,1,2,1,0,41327,3.0,,False,False,False
11762,1,Jojo,4,2,2,1,1,1,1,2,1,0,41327,3.0,,False,False,False
11763,2,No Name No Name,2,1,1,1,1,2,2,2,1,0,41327,4.0,,False,False,False
11764,1,Sawyer,30,1,1,2,1,1,1,2,1,0,41327,1.0,,True,False,False
11765,1,No Name No Name,3,2,2,2,1,1,1,2,1,0,41327,1.0,,True,False,False
11766,1,Sugar,6,2,2,2,1,1,1,1,1,0,41327,3.0,,True,True,False
11767,2,No Name No Name,5,1,1,2,1,2,1,2,1,0,41327,1.0,,False,False,False
11768,2,No Name No Name,12,2,1,1,2,3,3,3,1,0,41327,1.0,,False,False,False
11769,1,Paco,17,1,2,2,1,1,2,2,1,0,41327,4.0,,True,False,False
11770,1,Little Spring,2,1,1,2,1,3,3,2,1,0,41327,1.0,,True,False,False
11771,1,No Name No Name,2,1,1,2,2,2,2,2,1,0,41327,2.0,,True,False,False
11772,1,Jack,60,1,1,2,2,1,1,2,1,0,41327,2.0,,False,False,False
11773,2,Muffin,1,1,4,1,1,2,2,2,1,0,41327,4.0,,False,False,False
11774,1,Tessie,12,2,1,2,1,1,1,1,1,0,41327,1.0,,True,False,False
11775,2,Syren,18,1,6,1,1,1,1,1,1,0,41327,0.0,,False,True,False
11776,1,No Name No Name,18,2,2,1,1,3,3,2,1,0,41327,5.0,,True,False,False
11777,1,John,24,1,2,2,1,1,1,1,1,0,41327,2.0,,False,False,False
11778,2,No Name No Name,2,1,5,1,1,2,1,2,1,0,41327,7.0,,False,False,False
11779,2,No Name No Name,6,2,1,2,1,1,1,2,1,0,41327,1.0,,False,False,False
11780,1,No Name No Name,4,1,2,2,1,1,1,2,1,0,41327,1.0,,True,False,False
11781,1,No Name No Name,15,1,2,2,1,3,3,3,1,0,41327,1.0,,True,False,False
11782,1,No Name No Name,4,2,1,2,1,2,2,2,1,0,41327,2.0,,True,False,False
11783,1,No Name No Name,2,2,2,2,1,1,1,2,1,0,41327,0.0,,True,False,False
11784,1,Money,7,1,2,1,1,1,1,2,1,0,41327,14.0,,False,True,True
11785,1,Goldie,36,2,2,2,1,1,1,3,1,0,41327,5.0,,True,True,False
11786,1,No Name No Name,18,1,1,3,1,1,1,2,1,0,41327,3.0,,False,False,False
11787,1,No Name No Name,48,1,1,3,1,3,3,3,1,0,41327,7.0,,False,False,False
11788,1,No Name No Name,6,1,2,2,1,1,1,3,2,0,41327,2.0,,True,False,False
11789,1,No Name No Name,3,2,1,2,1,3,3,2,1,0,41327,2.0,,True,False,False
11790,1,Juno,24,1,2,1,3,1,1,2,1,0,41327,0.0,,False,False,False
11791,1,No Name No Name,12,2,2,3,1,2,2,2,2,0,41327,4.0,,False,True,False
11792,2,No Name No Name,24,1,3,2,1,1,1,1,1,0,41327,3.0,,False,False,False
11793,2,No Name No Name,12,2,1,2,1,1,1,1,1,0,41327,0.0,,False,False,False
11794,1,No Name No Name,2,2,1,2,1,2,1,2,1,0,41327,2.0,,True,False,False
11795,1,No Name No Name,48,2,1,2,1,3,3,3,1,0,41327,2.0,,False,False,False
11796,1,No Name No Name,12,1,1,1,3,1,1,2,2,0,41327,3.0,,False,False,False
11797,1,Pup,17,2,3,2,2,1,1,2,1,0,41327,6.0,,False,False,True
11798,1,Knuckles,12,2,1,2,1,1,1,1,1,0,41327,1.0,,True,False,False
11799,2,No Name No Name,8,2,1,1,1,3,1,3,1,0,41327,1.0,,False,False,False
11800,2,Mimi,1,2,1,1,1,2,2,2,1,0,41327,3.0,,False,False,False
11801,2,Esther,1,2,1,2,1,2,1,2,1,0,41327,2.0,,False,False,False
11802,2,No Name No Name,18,1,2,2,1,1,1,1,1,0,41327,5.0,,False,False,False
11803,2,Cati,24,2,1,1,1,1,1,2,1,0,41327,0.0,,False,False,False
11804,1,No Name No Name,8,1,1,2,1,2,1,2,1,0,41327,3.0,,True,False,False
11805,1,Blackie,12,1,1,2,1,1,1,2,1,0,41327,1.0,,True,False,False
11806,1,No Name No Name,3,1,2,2,1,3,3,2,1,0,41327,7.0,,False,False,False
11807,1,No Name No Name,9,1,1,3,1,1,1,2,1,0,41327,0.0,,False,False,False
11808,2,No Name No Name,6,2,1,1,1,2,2,2,1,0,41327,1.0,,False,False,False
11809,2,No Name No Name,4,1,6,1,1,2,2,2,1,0,41327,4.0,,False,False,False
11810,2,No Name No Name,1,2,1,1,1,2,1,2,1,0,41327,2.0,,False,False,False
11811,1,No Name No Name,24,1,1,2,3,1,1,2,1,0,41327,0.0,,False,False,False
11812,1,Vern,48,1,1,3,1,1,1,1,1,300,41327,2.0,,False,True,False
11813,1,No Name No Name,1,1,2,2,1,2,1,2,1,0,41327,1.0,,True,False,False
11814,2,Edward,8,1,6,1,1,1,1,2,1,0,41327,0.0,,False,False,False
11815,1,Puppy,24,2,2,1,3,1,1,2,1,0,41327,0.0,,False,False,False
11816,2,No Name No Name,6,1,1,1,1,1,1,2,1,0,41327,1.0,,False,False,False
11817,1,No Name No Name,3,1,1,3,1,1,1,2,1,0,41327,0.0,,False,False,False
11818,1,No Name No Name,36,1,2,1,3,1,1,3,1,0,41327,0.0,,False,False,False
11819,1,Mike,24,1,5,2,2,1,1,1,1,0,41327,1.0,,False,True,False
11820,2,No Name No Name,7,2,1,2,2,2,2,2,1,0,41327,1.0,,False,False,False
11821,2,Luna,2,2,1,1,1,3,3,2,1,0,41327,1.0,,False,False,False
11822,2,No Name No Name,4,1,1,1,1,2,2,2,1,0,41327,0.0,,False,False,False
11823,1,Chubby 1,24,1,1,1,3,1,1,2,1,0,41327,1.0,,False,False,False
11824,1,Little B,2,2,1,2,1,1,1,2,1,0,41327,1.0,,True,False,False
11825,2,Gizmo,2,2,1,1,2,2,1,2,2,0,41327,3.0,,False,False,True
11826,2,Baby Girl,24,2,1,1,1,2,2,2,1,0,41327,1.0,,False,False,False
11827,1,No Name No Name,18,1,2,1,2,1,1,2,1,0,41327,4.0,,False,False,False
11828,1,Norok,108,2,1,2,2,1,1,1,1,0,41327,0.0,,False,False,False
11829,1,Doggy,72,1,1,3,1,1,1,2,1,0,41327,1.0,,False,False,False
11830,1,No Name No Name,18,2,1,2,2,1,1,1,1,0,41327,1.0,,False,False,False
11831,1,Brownie,6,2,2,2,1,1,1,1,1,0,41327,1.0,,True,False,False
11832,1,Piky,32,2,6,2,1,1,1,1,1,0,41327,6.0,,False,False,False
11833,1,Ruffles,15,1,1,1,2,3,3,2,1,0,41327,5.0,,False,False,True
11834,1,Little Guy,2,1,1,2,1,2,2,2,1,0,41327,1.0,,True,False,False
11835,1,Johnny,24,1,1,2,2,3,3,3,1,0,41327,1.0,,False,False,False
11836,1,Ginger,84,2,5,2,1,1,1,1,1,0,41327,4.0,,True,False,False
11837,1,No Name No Name,24,2,2,1,2,2,2,2,1,0,41327,1.0,,False,False,False
11838,1,Blush,6,2,1,2,1,1,1,1,1,0,41327,5.0,,True,False,False
11839,1,Cindy,12,2,1,1,1,1,1,3,1,0,41327,5.0,,False,False,False
11840,1,No Name No Name,60,1,1,3,1,1,1,2,1,0,41327,0.0,,False,False,False
11841,1,No Name No Name,48,1,2,3,2,2,2,2,1,0,41327,1.0,,False,False,False
11842,1,No Name No Name,24,1,1,2,1,1,1,3,1,0,41327,0.0,,False,False,False
11843,2,No Name No Name,24,2,1,2,1,2,2,2,1,0,41327,5.0,,False,False,False
11844,1,Finn,36,1,3,3,2,1,1,2,1,0,41327,0.0,,False,True,False
11845,1,Droopy @4th Potato,1,2,2,2,1,1,1,2,1,0,41401,1.0,,True,True,False
11846,1,Mystic @5th Potato,1,2,1,2,1,1,1,2,1,0,41401,1.0,,True,False,False
11847,1,Gypsy,2,2,1,2,1,1,1,2,1,0,41401,1.0,,True,False,False
11848,1,Ciku @6th Potato,1,2,2,2,1,1,1,2,1,0,41401,1.0,,True,True,False
11849,2,Todo,8,2,2,1,2,1,1,2,1,0,41401,4.0,,False,False,False
11850,2,Bubuta,12,1,3,3,1,1,1,2,1,0,41401,2.0,,False,True,False
11851,2,Chip,12,2,2,2,1,1,1,2,1,0,41401,4.0,,False,False,False
11852,2,Poltergeist,12,1,5,2,1,1,1,2,1,0,41401,2.0,,False,False,False
11853,2,Kittens,2,1,3,2,2,1,1,2,1,0,41401,5.0,,False,False,False
11854,2,Big Dewy,15,1,3,3,1,1,1,2,1,0,41401,1.0,,False,True,False
11855,2,Handy,8,2,1,2,1,1,1,2,1,0,41401,2.0,,False,False,False
11856,2,Owl,13,2,3,1,1,1,1,2,1,0,41401,3.0,,False,False,False
11857,2,Desmond,8,1,3,2,1,1,1,2,1,0,41401,2.0,,False,True,False
11858,2,Mow Mow,9,1,1,1,2,1,1,2,1,0,41401,2.0,,False,False,False
11859,2,Fred - The 3 Legged Cat,36,2,5,1,1,2,2,1,3,0,41326,2.0,,False,False,False
11860,1,Patches,1,1,1,2,2,2,1,2,1,0,41326,4.0,,False,False,False
11861,1,No Name No Name,36,2,6,1,3,3,3,3,1,0,41326,2.0,,False,False,False
11862,1,Ally,2,2,2,2,1,2,1,2,1,0,41326,5.0,,False,False,False
11863,1,Mi Mi,1,2,1,2,1,2,2,2,1,0,41326,4.0,,True,False,False
11864,1,Sun,1,1,1,2,1,2,1,2,1,0,41326,3.0,,True,True,False
11865,1,Re Re,1,1,1,2,1,2,2,2,1,0,41326,5.0,,True,False,False
11866,1,Roxy,2,2,5,2,2,1,1,2,1,0,41326,4.0,,False,True,False
11867,1,Mia,36,2,2,1,3,1,1,1,1,0,41326,3.0,,False,False,False
11868,1,June,2,2,1,2,1,1,1,2,1,0,41326,4.0,,True,False,False
11869,1,Handsome,36,1,2,1,3,1,1,1,1,0,41326,6.0,,False,False,False
11870,1,Teddy,1,1,1,2,2,1,1,2,1,0,41326,5.0,,True,False,False
11871,1,Ninja,2,1,1,2,2,2,1,2,1,0,41326,3.0,,True,False,False
11872,1,Rusty,2,1,1,2,2,2,1,2,1,0,41326,3.0,,True,False,False
11873,1,Hero,2,1,1,2,1,1,1,2,1,0,41326,4.0,,False,False,False
11874,1,Shine,1,1,1,2,1,2,1,2,1,0,41326,3.0,,True,True,False
11875,1,Tigger,3,2,1,2,2,1,1,2,1,0,41326,3.0,,False,False,False
11876,1,Bear Bear,3,1,1,2,1,1,1,2,1,0,41326,4.0,,False,False,False
11877,1,Cookie,7,2,1,2,1,1,1,1,1,0,41326,5.0,,True,False,False
11878,1,Sam,1,1,2,2,1,2,1,2,1,0,41326,4.0,,True,False,False
11879,1,Scooby,3,1,5,2,1,1,1,2,1,0,41326,4.0,,True,True,False
11880,1,Amber,1,2,2,2,2,2,1,2,1,0,41326,4.0,,True,True,False
11881,1,Chico,2,2,1,3,1,2,1,2,1,0,41326,3.0,,False,False,False
11882,1,Babe,3,2,5,2,1,1,1,2,1,0,41326,3.0,,False,True,False
11883,1,Alex,1,1,2,2,2,2,1,2,1,0,41326,4.0,,True,False,False
11884,1,Cesar,2,1,1,2,1,1,1,2,1,0,41326,1.0,,True,False,False
11885,1,Amy,3,2,2,2,1,1,1,2,1,0,41326,5.0,,True,True,False
11886,1,Cleo,6,1,2,2,2,2,1,2,1,0,41326,5.0,,False,False,False
11887,1,Cherish,2,2,2,2,1,1,1,2,1,0,41326,4.0,,True,True,False
11888,1,Brian,2,1,2,2,1,3,1,2,1,0,41326,4.0,,True,True,False
11889,1,Bianca,24,2,2,3,3,3,3,3,1,0,41326,2.0,,False,False,False
11890,1,Benji,2,1,2,2,2,1,1,2,1,0,41326,4.0,,True,False,False
11891,1,Oreo,24,1,1,1,1,3,3,2,1,0,41326,4.0,,False,False,False
11892,1,Rain,36,1,2,1,1,1,1,1,1,0,41326,5.0,,False,True,False
11893,1,Emma,54,2,2,2,1,1,1,1,1,0,41326,3.0,,True,True,False
11894,1,Jody,12,1,2,1,1,2,2,2,1,0,41326,4.0,,False,True,False
11895,1,Bless,2,1,2,2,1,1,1,2,1,0,41326,4.0,,True,True,False
11896,1,Juliet,2,2,1,2,1,1,1,2,1,0,41326,4.0,,True,False,False
11897,1,Panda,2,1,1,2,2,2,1,2,1,0,41326,3.0,,False,False,False
11898,1,Dixie,2,2,1,2,1,1,1,2,1,0,41326,4.0,,True,False,False
11899,1,Jimmy,2,1,2,2,1,2,1,2,1,0,41326,1.0,,True,True,False
11900,1,Leslie,60,1,3,3,3,1,1,1,1,0,41326,3.0,,False,True,False
11901,1,Prince,2,1,2,2,1,1,1,2,1,0,41326,5.0,,True,True,False
11902,1,Oscar,2,1,7,2,1,1,1,2,1,0,41326,5.0,,False,True,False
11903,1,Romeo,2,1,2,2,2,2,1,2,1,0,41326,2.0,,True,False,False
11904,1,Dexter,60,1,3,3,3,1,1,2,1,0,41326,2.0,,False,True,False
11905,1,ZaZa,5,2,1,3,2,3,1,2,1,0,41326,4.0,,False,False,False
11906,1,Toby,2,1,1,2,2,2,1,2,1,0,41326,2.0,,True,False,True
11907,1,Ginger,30,2,2,1,3,3,3,3,1,0,41326,2.0,,False,False,False
11908,1,Millie,8,2,7,2,2,1,1,1,1,0,41326,3.0,,False,True,False
11909,1,Ollie,2,1,1,2,1,2,1,2,1,0,41326,2.0,,True,True,True
11910,1,Honey,2,2,1,2,1,2,1,2,1,0,41326,3.0,,True,False,False
11911,1,Yoyo,6,2,2,2,1,1,1,1,1,0,41326,5.0,,False,False,False
11912,1,Macho,4,1,3,2,2,1,1,2,1,0,41326,4.0,,False,False,False
11913,1,Abby,12,2,2,2,1,1,1,1,1,0,41326,3.0,,True,False,False
11914,1,Lisa,3,2,1,2,2,1,1,2,1,0,41326,4.0,,True,False,False
11915,1,Bobby,2,1,2,2,1,2,1,2,1,0,41326,4.0,,True,False,False
11916,1,Joy,3,2,1,2,1,1,1,2,1,0,41326,2.0,,True,False,False
11917,1,Muffin,2,2,1,2,2,2,1,2,1,0,41326,2.0,,True,False,False
11918,1,Mario,2,1,2,2,1,2,1,2,1,0,41326,3.0,,True,False,False
11919,1,Fa Fa,1,2,1,2,1,2,2,2,1,0,41326,4.0,,True,True,False
11920,1,Jake,24,1,1,1,3,1,1,2,1,0,41326,5.0,,False,False,False
11921,1,Casey,2,1,2,2,2,1,1,2,1,0,41326,2.0,,True,False,False
11922,1,Pearly,2,2,2,2,1,1,1,2,1,0,41326,3.0,,True,False,False
11923,1,Crystal,18,2,2,1,3,1,1,1,1,0,41326,1.0,,False,False,False
11924,1,Viki,5,2,5,2,1,1,1,2,1,0,41326,6.0,,True,True,False
11925,1,Precious,5,2,1,2,2,1,1,2,1,0,41326,4.0,,True,False,False
11926,1,Heidi,15,2,1,2,1,1,1,1,1,0,41326,3.0,,True,True,False
11927,1,Polly,24,2,1,2,1,1,1,1,1,0,41326,3.0,,False,False,False
11928,1,Chelsie,2,2,2,2,2,1,1,2,1,0,41326,2.0,,True,False,False
11929,1,Olive,2,2,1,2,1,1,1,2,1,0,41326,8.0,,True,False,False
11930,1,Mona,3,2,5,2,2,1,1,2,1,0,41326,3.0,,False,True,False
11931,1,Natasha,36,2,5,1,3,1,1,3,1,0,41326,4.0,,False,True,False
11932,1,Do Do,1,1,1,2,1,2,2,2,1,0,41326,5.0,,True,False,False
11933,1,Frankie,4,1,1,2,1,1,1,2,1,0,41326,2.0,,True,False,False
11934,1,Trixie,2,2,1,2,1,1,1,2,1,0,41326,4.0,,True,False,False
11935,1,Eddy,2,1,1,2,1,2,1,2,1,0,41326,5.0,,True,True,False
11936,1,Marco,2,1,2,2,1,2,1,2,1,0,41326,3.0,,True,False,False
11937,1,Candy,48,2,5,1,3,3,1,3,1,0,41326,3.0,,False,False,False
11938,1,Moo Moo,1,2,2,2,1,2,2,2,1,0,41326,5.0,,True,False,False
11939,1,Goldie,2,2,3,2,3,2,1,2,1,0,41326,3.0,,False,True,False
11940,1,Zoro,2,1,1,2,2,2,1,2,1,0,41326,2.0,,True,False,False
11941,1,Cindy,3,2,1,2,1,1,1,2,1,0,41326,3.0,,True,True,False
11942,1,Brownie,2,2,2,2,1,2,2,2,1,0,41326,4.0,,True,True,False
11943,1,Chris,2,1,2,2,2,1,1,2,1,0,41326,4.0,,True,False,False
11944,1,Charlie,2,1,1,2,1,1,1,2,1,0,41326,4.0,,True,True,False
11945,1,Rudy,2,1,2,2,1,2,1,2,1,0,41326,3.0,,True,True,False
11946,1,Pumpkin,36,1,2,1,2,1,1,1,1,0,41326,4.0,,False,False,False
11947,1,Coby,2,1,1,2,2,1,1,2,1,0,41326,1.0,,True,False,False
11948,1,Toffy,2,1,1,2,1,2,1,2,1,0,41326,4.0,,True,False,False
11949,1,Jack,24,1,1,2,2,3,3,3,1,0,41326,3.0,,False,True,False
11950,1,Cotton,2,1,1,3,2,1,1,2,1,0,41326,5.0,,False,False,False
11951,1,Cutie,2,2,5,2,1,1,1,2,1,0,41326,4.0,,True,True,False
11952,1,Pansy,2,2,1,2,1,1,1,2,1,0,41326,5.0,,False,False,False
11953,1,Beauty,42,2,1,2,1,1,1,1,1,0,41326,3.0,,True,True,False
11954,1,Tyson,4,1,2,2,1,1,1,2,1,0,41326,2.0,,True,False,False
11955,1,Apple,18,2,2,2,2,1,1,1,1,0,41326,5.0,,False,False,False
11956,1,Fifi,2,2,2,2,3,2,2,2,1,0,41326,2.0,,True,True,False
11957,1,Boldie,1,1,1,2,2,2,2,2,1,0,41326,1.0,,True,True,False
11958,1,Flufby,2,1,2,2,3,2,2,2,1,0,41326,3.0,,True,True,False
11959,1,BabyBoy,2,1,7,2,2,2,2,2,1,0,41326,1.0,,True,True,False
11960,1,Willy,1,2,1,2,2,2,2,2,1,0,41326,1.0,,True,True,False
11961,1,PiPi,1,1,1,2,2,2,2,2,1,0,41326,1.0,,True,True,False
11962,1,Appro,3,2,2,2,1,1,1,2,1,0,41326,9.0,,True,True,False
11963,2,No Name No Name,3,2,7,1,1,2,1,2,1,0,41401,1.0,,False,True,False
11964,1,Hapi,7,2,2,2,1,1,1,2,1,0,41332,3.0,,True,True,False
11965,1,Bieber,1,1,1,2,1,2,2,2,1,200,41332,4.0,,True,False,False
11966,1,Benji,4,1,1,2,2,1,1,2,1,0,41332,2.0,,False,False,False
11967,1,Brown Boy,2,1,2,2,1,1,1,2,1,0,41332,4.0,,False,False,False
11968,1,Sleepy,2,2,1,2,1,2,1,2,1,0,41332,2.0,,False,False,False
11969,1,Furry White,3,1,1,2,2,1,1,2,1,0,41332,3.0,,False,False,False
11970,1,Chai Leng GIRL,1,2,1,2,2,2,2,2,1,0,41332,1.0,,True,False,False
11971,1,Ms Nottie Blur Face,2,2,1,2,1,2,1,2,1,0,41332,2.0,,True,False,False
11972,2,Mini Meow,3,1,6,2,2,2,1,2,1,0,41332,2.0,,False,False,False
11973,1,Handsome  Tobby,9,1,2,2,1,1,1,1,1,0,41332,10.0,,False,False,False
11974,1,Alaska,3,1,1,2,2,1,1,2,2,0,41332,3.0,,False,False,False
11975,1,Chai Leng Baby,1,2,1,2,1,2,2,2,1,0,41332,1.0,,True,False,False
11976,1,Brown Girl,2,2,2,2,1,1,1,2,1,0,41332,4.0,,False,False,False
11977,1,Rottie,2,1,1,2,1,2,1,2,1,0,41332,5.0,,True,False,False
11978,1,Miko,6,2,2,2,1,1,1,1,1,0,41332,3.0,,False,True,False
11979,1,Pat Pat,3,2,5,2,2,1,1,2,1,0,41332,1.0,,True,True,False
11980,1,John,3,1,1,2,2,1,1,1,1,0,41332,8.0,,True,False,False
11981,1,Rainbow,2,2,5,2,1,1,1,2,1,0,41332,5.0,,False,True,False
11982,1,Gentle,12,2,2,2,2,1,1,1,1,0,41332,6.0,,False,True,False
11983,1,China,1,2,1,2,2,2,1,2,1,0,41332,8.0,,False,False,False
11984,1,Handsome Ali,2,1,1,2,1,2,1,2,1,0,41332,5.0,,True,True,False
11985,1,Speed,3,2,1,2,1,1,1,2,1,0,41332,6.0,,False,False,False
11986,1,Bliss,36,2,2,2,2,1,1,1,1,0,41332,4.0,,False,False,False
11987,1,Lilo,4,1,1,2,1,1,1,2,1,0,41332,2.0,,False,False,False
11988,1,Herbie,2,2,2,2,1,1,1,2,1,0,41332,7.0,,True,False,False
11989,1,Creamer,5,1,5,2,1,1,1,1,1,0,41332,2.0,,False,True,False
11990,1,Italian,2,2,1,2,2,2,1,2,1,0,41332,8.0,,False,False,False
11991,1,Cherry N Berry,2,2,1,2,1,2,1,1,1,0,41332,2.0,,False,False,False
11992,1,Golden,48,1,3,2,2,1,1,2,1,0,41332,1.0,,False,True,False
11993,1,No Name No Name,72,2,1,2,1,1,1,1,1,0,41332,0.0,,False,False,False
11994,2,Mama  Cat,5,2,1,2,1,1,1,2,1,0,41332,2.0,,False,False,False
11995,1,Bobby,12,1,2,2,1,1,1,1,1,0,41332,3.0,,False,False,False
11996,1,Bossy,1,1,3,2,2,2,1,2,1,100,41332,3.0,,False,True,False
11997,1,LUCKY,2,2,1,2,1,2,1,2,1,0,41332,5.0,,True,False,False
11998,1,Haylie,7,2,1,2,1,1,1,1,1,0,41332,7.0,,False,False,False
11999,1,Pandai,12,2,1,2,2,1,1,1,1,0,41332,2.0,,False,False,False
12000,1,Rosie,1,2,1,2,2,2,2,2,1,50,41332,3.0,,False,False,False
12001,1,"Bubbles,Bouncy",2,1,1,2,2,2,1,2,1,0,41332,5.0,,True,False,False
12002,1,Alladin,2,1,1,2,2,2,1,2,1,0,41332,3.0,,False,False,False
12003,1,Blackie,3,2,1,2,1,1,1,2,1,0,41332,2.0,,False,True,False
12004,1,Aishi,5,2,2,2,1,1,1,1,1,0,41332,2.0,,False,True,False
12005,1,Jammy  Mixed,2,2,1,2,1,1,1,2,1,0,41332,2.0,,False,False,False
12006,1,Little Ms Brown,2,2,2,2,1,2,1,2,1,0,41332,2.0,,True,False,False
12007,1,Monggol,2,2,1,2,1,2,1,2,1,0,41332,3.0,,True,False,False
12008,2,Fuzzy,3,2,1,3,2,2,2,2,1,10,41326,2.0,,False,False,False
12009,2,Lusoh,4,1,5,3,2,2,2,2,1,50,41326,3.0,,False,False,False
12010,2,Mok 2.0,9,2,1,2,3,2,2,2,1,0,41326,3.0,,False,False,False
12011,2,Puma,4,2,1,2,2,2,2,2,1,50,41326,5.0,,False,False,False
12012,2,Kiwi,3,1,3,2,2,2,2,2,1,10,41326,3.0,,False,False,False
